,tract,total_preschools_one_mile,total_preschools_five_mile,total_elementary_2.5_mile,total_good_elementary_2.5_mile,nearest_elementary_dist,PI_elementary,nearest_elementary,total_middle_2.5_mile,total_good_middle_2.5_mile,nearest_middle_dist,PI_middle,nearest_middle,total_High_2.5_mile,total_good_High_2.5_mile,nearest_High_dist,PI_High,nearest_High
70,140800,0,12,15,9,0.7026259834507173,77.118,"('Noble Elementary School', (41.5246036, -81.54051170000001))",2,1,1.0749717532552876,91.805,"('Monticello Middle School', (41.53078370000001, -81.5487814))",3,1,1.3600738562277013,91.805,"('Cleveland Heights High School', (41.4998796, -81.5298547))"
71,152301,0,1,3,2,0.8155898194453052,75.671,"('Shoreview Elementary School', (41.613333600000004, -81.50374240000001))",1,1,1.2021036296730978,81.214,"('Forest Park Middle School', (41.607335, -81.496349))",2,1,1.8513880796480289,81.214,"('New Day Academy Boarding & Day School', (41.60698, -81.52603540000001))"
72,153104,1,14,9,1,0.04930393731948863,100.056,"('Gilles-Sweet Elementary School', (41.4431686, -81.8648683))",2,0,0.4647813796312066,112.262,"('Lewis F Mayer Middle School', (41.4419043, -81.85534870000001))",1,0,2.1862988681776563,112.262,"('Rocky River High School', (41.473676399999995, -81.85114920000001))"
73,154200,0,11,18,14,0.948072052948948,79.449,"('Elmwood Elementary School', (41.4180872, -81.6059938))",4,2,1.7603969854404302,89.02600000000001,"('Cuyahoga Hts Middle School', (41.427228899999996, -81.64196779999999))",3,1,0.416691975982499,89.02600000000001,"('Garfield Heights High School', (41.4277145, -81.6146393))"
74,102300,1,23,18,12,0.03478030728388032,67.316,"('Almira', (41.4616658, -81.75169759999999))",3,1,0.9435663157392841,74.303,"('Constellation Schools: Westside Community School of the Arts', (41.451757, -81.763283))",7,2,1.3349754726633813,74.303,"('Max S Hayes High School', (41.4712041, -81.7287328))"
75,106100,0,26,22,12,1.240712086815851,104.50399999999999,"('Constellation Schools: Old Brooklyn Community Elementary', (41.43395170000001, -81.7074885))",4,1,1.240712086815851,83.603,"('Constellation Schools: Old Brooklyn Community Middle', (41.43395170000001, -81.7074885))",6,3,1.0538041760782224,83.603,"('James Ford Rhodes High School', (41.4303619, -81.72133840000001))"
76,111500,0,19,14,11,0.6099485877303684,95.2,"('Horizon Science Academy-Cleveland Middle School', (41.5304953, -81.6477455))",4,2,0.9164292592143805,96.05,"('East Preparatory Academy', (41.5147697, -81.6609495))",15,8,0.6459174155912796,96.05,"('Horizon Science Acad Cleveland', (41.5309, -81.648629))"
77,117900,1,10,16,12,0.26404152670702385,65.892,"('Euclid Park Elementary School', (41.5535114, -81.5529091))",2,1,1.5899579372129067,83.061,"('Euclid Central Middle School', (41.5695433, -81.5360939))",6,5,0.8366390889110057,83.061,"('Ginn Academy', (41.563568200000006, -81.5668244))"
78,119502,0,15,25,16,0.538040357825713,60.923,"('Harvey Rice Elementary School', (41.4854276, -81.60416070000001))",4,1,0.8080969964592801,88.59,"('Roxboro Middle School', (41.49416110000001, -81.59005859999999))",8,2,0.11238816687470563,88.59,"('HBCU Preparatory School 1', (41.4844347, -81.5950935))"
79,133104,0,2,3,1,1.0565198380801903,87.429,"('Columbus Intermediate School', (41.4012602, -81.5117233))",3,2,0.6107359456732355,65.217,"('Heskett Middle School', (41.4043559, -81.4978656))",4,2,1.3091155339788971,65.217,"('STEAM Academy of Warrensville Heights', (41.432138200000004, -81.4989026))"
80,140100,0,12,17,13,0.44931616942444336,71.622,"('Oxford Elementary School', (41.535133, -81.54481899999999))",3,1,0.6111479054677882,82.14299999999999,"('Monticello Middle School', (41.53078370000001, -81.5487814))",5,5,1.1955516784469093,82.14299999999999,"('Shaw High School', (41.5367159, -81.5741014))"
81,171206,1,4,6,2,0.46709322095279054,91.65299999999999,"('Abraham Lincoln School', (41.3968429, -81.57301))",2,2,1.6940057081438635,82.58,"('Garfield Heights Middle School', (41.40515739999999, -81.6010845))",1,1,1.717476053528619,82.58,"('Maple Heights High School', (41.4129122, -81.5614395))"
82,177304,0,10,10,2,0.08051717757977091,95.711,"('John Muir Elementary School', (41.4111098, -81.69681109999999))",2,0,1.0056325195574929,98.86200000000001,"('Shiloh Middle School', (41.3956619, -81.6970824))",4,1,1.409412997339883,98.86200000000001,"('Constellation Schools: Parma Community', (41.4002222, -81.72147))"
83,178201,0,4,7,0,0.7666392598705747,97.51899999999999,"('Renwood Elementary School', (41.3975396, -81.74019969999999))",1,0,1.0521979442336118,67.865,"('Greenbriar Middle School', (41.3964556, -81.7743444))",5,2,1.014729898859251,67.865,"('Summit Academy Community School-Parma', (41.403473, -81.7695449))"
84,182105,0,2,3,0,1.7879156169155377,109.167,"('Green Valley Elementary School', (41.3601658, -81.698327))",3,0,0.7891850181990747,111.241,"('Hillside Middle School', (41.3663035, -81.6760349))",2,0,1.2500697976722595,111.241,"('Independence High School', (41.3741954, -81.64907020000001))"
85,185201,0,16,12,6,0.8129892039034562,95.3,"('Rowland Elementary School', (41.509168, -81.526237))",3,1,1.7766323424012218,91.805,"('Monticello Middle School', (41.53078370000001, -81.5487814))",2,0,0.7119309659681973,91.805,"('Cleveland Heights High School', (41.4998796, -81.5298547))"
86,189110,0,4,3,0,0.8140543608712586,111.01700000000001,"('Bassett Elementary School', (41.4564178, -81.94266))",2,0,1.4112899574628834,106.988,"('Lee Burneson Middle School', (41.4547027, -81.9247752))",3,0,0.9924887319947966,106.988,"('Westlake High School', (41.4606403, -81.9289916))"
87,196200,0,2,5,3,0.18598234221657867,74.854,"('Bluestone Elementary School', (41.5917046, -81.5012667))",1,1,0.9659100545678333,88.213,"('Forest Park Middle School', (41.607335, -81.496349))",3,1,1.3858751549473272,88.213,"('Euclid High School', (41.595733, -81.525088))"
