TRACT,WALK_SCORE,TRANSIT_SCORE,BIKE_SCORE
141000,65.66666666666667,36.333333333333336,23.0
141300,54.333333333333336,34.0,34.5
141500,42.166666666666664,24.0,23.0
141602,51.666666666666664,24.0,23.0
123501,68.66666666666667,45.5,48.5
154604,39.166666666666664,24.0,23.0
102900,71.33333333333333,43.5,53.5
178206,39.5,24.0,23.0
170202,30.666666666666668,24.0,23.0
171102,41.833333333333336,24.0,23.0
171205,38.5,24.0,23.0
172101,37.0,24.0,23.0
172201,39.333333333333336,24.0,23.0
173106,27.0,24.0,23.0
174103,19.666666666666668,24.0,23.0
174106,39.0,24.0,23.0
174205,29.0,24.0,23.0
175103,9.166666666666666,24.0,23.0
175106,15.5,24.0,23.0
175202,11.333333333333334,24.0,23.0
177104,46.833333333333336,24.0,23.0
177202,50.833333333333336,26.166666666666668,27.166666666666668
177302,32.666666666666664,26.166666666666668,23.0
177501,36.833333333333336,26.166666666666668,23.0
177504,17.333333333333332,24.0,23.0
177607,21.5,24.0,23.0
177608,27.166666666666668,24.0,23.0
179102,14.0,24.0,23.0
181100,61.333333333333336,32.0,23.0
181203,57.666666666666664,31.5,23.0
182106,9.666666666666666,24.0,23.0
101200,66.33333333333333,64.66666666666667,53.833333333333336
156102,12.0,24.0,23.0
160100,64.0,24.0,23.0
160601,64.66666666666667,31.0,28.666666666666668
160700,57.5,28.166666666666668,23.0
160900,67.0,28.166666666666668,23.0
161200,75.0,27.166666666666668,26.333333333333332
161700,71.33333333333333,31.333333333333332,27.833333333333332
170101,30.333333333333332,24.0,23.0
101400,59.166666666666664,46.166666666666664,41.833333333333336
101501,55.5,59.0,47.166666666666664
101901,69.5,57.666666666666664,56.166666666666664
102200,52.833333333333336,35.333333333333336,48.833333333333336
102402,63.833333333333336,51.166666666666664,52.666666666666664
102800,67.66666666666667,42.166666666666664,52.666666666666664
103500,72.83333333333333,54.333333333333336,63.666666666666664
103800,69.5,47.833333333333336,59.333333333333336
104200,67.33333333333333,56.0,61.666666666666664
107802,69.83333333333333,67.83333333333333,54.0
108301,68.33333333333333,54.166666666666664,57.666666666666664
109301,73.16666666666667,73.0,53.333333333333336
111401,59.0,42.0,62.833333333333336
111600,64.5,41.833333333333336,55.0
111700,63.833333333333336,41.333333333333336,58.666666666666664
112200,55.5,43.0,56.166666666666664
112301,66.16666666666667,45.5,57.333333333333336
113101,66.33333333333333,54.0,52.5
113600,53.5,64.0,48.833333333333336
114300,36.0,60.0,34.833333333333336
114900,62.166666666666664,49.333333333333336,56.833333333333336
115300,67.33333333333333,44.166666666666664,58.833333333333336
115700,56.333333333333336,40.0,50.333333333333336
115800,58.0,42.5,53.333333333333336
116400,60.833333333333336,43.166666666666664,62.166666666666664
116800,54.0,54.166666666666664,39.666666666666664
117102,48.166666666666664,40.166666666666664,46.166666666666664
117300,46.333333333333336,41.333333333333336,43.666666666666664
117700,57.333333333333336,31.5,41.666666666666664
118101,61.5,43.833333333333336,61.833333333333336
118602,61.666666666666664,47.5,62.833333333333336
119202,62.333333333333336,63.166666666666664,53.333333333333336
119402,69.33333333333333,52.5,52.0
119600,58.5,50.5,45.5
101101,65.0,66.0,54.166666666666664
120200,56.5,51.5,44.166666666666664
120500,53.0,46.666666666666664,44.666666666666664
120802,49.333333333333336,47.5,42.666666666666664
121200,53.166666666666664,44.333333333333336,43.5
121403,41.333333333333336,35.333333333333336,38.0
121700,52.333333333333336,35.5,35.5
123100,59.0,41.0,36.5
123400,43.833333333333336,45.0,36.166666666666664
123601,45.833333333333336,52.833333333333336,40.5
123800,37.666666666666664,43.5,36.5
123900,60.333333333333336,50.0,50.0
124300,51.5,42.666666666666664,44.333333333333336
124500,44.833333333333336,43.5,41.166666666666664
130104,26.166666666666668,24.0,23.0
130106,36.0,27.166666666666668,23.0
131103,31.5,24.0,23.0
132302,24.333333333333332,24.0,23.0
133103,38.166666666666664,24.0,23.0
134205,19.333333333333332,24.0,23.0
135104,5.0,24.0,23.0
136101,15.666666666666666,24.0,23.0
136103,6.333333333333333,24.0,23.0
137101,28.0,27.0,30.666666666666668
138105,17.666666666666668,29.0,24.166666666666668
138110,33.833333333333336,24.0,23.0
140500,49.666666666666664,24.0,23.0
152101,45.0,24.0,23.0
152202,40.0,24.0,23.0
152604,34.333333333333336,24.0,23.0
152702,25.833333333333332,31.333333333333332,31.0
152703,16.0,25.666666666666668,25.5
153107,41.166666666666664,41.0,32.333333333333336
154501,45.333333333333336,24.0,23.0
119900,46.833333333333336,37.333333333333336,32.0
183200,42.0,24.0,23.0
183402,50.0,38.666666666666664,33.5
183603,53.166666666666664,39.5,36.5
184103,18.666666666666668,24.0,23.0
184104,18.666666666666668,24.0,23.0
185102,49.0,24.0,23.0
185203,50.0,24.0,23.0
186104,17.833333333333332,24.0,23.0
186202,15.333333333333334,24.0,23.0
186206,17.833333333333332,24.0,23.0
193900,37.333333333333336,24.0,23.0
194500,29.166666666666668,24.0,23.0
194900,27.833333333333332,24.0,23.0
195800,22.0,24.0,23.0
196000,48.5,39.833333333333336,23.0
196300,19.166666666666668,24.0,23.0
980100,59.5,56.666666666666664,55.5
120600,54.166666666666664,45.0,44.166666666666664
152102,45.0,24.0,23.0
152302,34.666666666666664,24.0,23.0
153106,43.5,25.666666666666668,25.0
154603,44.666666666666664,24.0,23.0
161800,70.0,35.5,32.333333333333336
174104,24.5,24.0,23.0
175104,14.166666666666666,24.0,23.0
177303,47.666666666666664,29.166666666666668,33.0
177505,10.333333333333334,24.0,23.0
177604,30.333333333333332,24.0,23.0
179101,18.666666666666668,24.0,23.0
180104,24.333333333333332,24.0,23.0
183606,43.0,25.833333333333332,24.833333333333332
186203,15.333333333333334,24.0,23.0
188103,37.833333333333336,28.833333333333332,27.5
189105,28.666666666666668,26.333333333333332,23.0
190503,22.833333333333332,24.0,23.0
193800,40.333333333333336,24.0,23.0
101300,55.666666666666664,52.0,43.833333333333336
104100,70.16666666666667,50.833333333333336,63.5
104600,68.33333333333333,44.833333333333336,58.333333333333336
105400,59.666666666666664,40.5,51.0
106600,65.5,36.333333333333336,51.833333333333336
113500,59.166666666666664,58.333333333333336,48.5
115400,69.5,43.333333333333336,57.666666666666664
116900,50.5,45.333333333333336,36.666666666666664
117101,49.666666666666664,38.166666666666664,50.5
118800,72.66666666666667,51.333333333333336,48.666666666666664
119300,62.666666666666664,59.333333333333336,48.0
123602,38.833333333333336,43.666666666666664,34.5
127501,47.5,43.5,48.5
135106,3.5,24.0,23.0
141200,57.833333333333336,30.833333333333332,28.0
141601,42.666666666666664,24.0,23.0
150400,61.166666666666664,65.33333333333333,23.0
105100,48.833333333333336,36.166666666666664,55.0
137102,42.5,28.833333333333332,40.333333333333336
153103,34.333333333333336,25.666666666666668,25.5
196400,40.0,29.0,38.666666666666664
104900,69.83333333333333,42.833333333333336,50.833333333333336
106900,54.333333333333336,30.666666666666668,47.166666666666664
111202,61.666666666666664,41.166666666666664,60.666666666666664
114501,49.666666666666664,54.333333333333336,41.166666666666664
118700,71.16666666666667,60.333333333333336,63.833333333333336
120400,56.166666666666664,48.166666666666664,44.0
123200,62.666666666666664,50.0,44.166666666666664
134206,26.333333333333332,24.0,23.0
140302,41.666666666666664,26.333333333333332,23.0
161100,65.33333333333333,29.0,26.333333333333332
171203,44.333333333333336,24.0,23.0
174204,19.333333333333332,24.0,23.0
178205,42.666666666666664,24.0,23.0
186103,12.5,24.0,23.0
187106,38.0,24.0,23.0
189108,24.666666666666668,24.0,23.0
190504,19.0,24.0,23.0
141100,67.16666666666667,36.5,28.0
110901,56.5,42.833333333333336,59.5
112500,58.0,45.833333333333336,52.5
116100,56.333333333333336,43.333333333333336,54.666666666666664
117202,49.333333333333336,36.833333333333336,46.333333333333336
119702,61.833333333333336,51.833333333333336,48.333333333333336
177101,45.0,24.0,23.0
171104,32.833333333333336,26.5,28.666666666666668
173103,29.333333333333332,24.0,23.0
174203,20.666666666666668,24.0,23.0
176200,24.833333333333332,24.0,23.0
178101,42.666666666666664,24.0,23.0
182103,29.333333333333332,26.166666666666668,23.0
102101,53.666666666666664,38.833333333333336,48.0
175105,15.5,24.0,23.0
186205,17.666666666666668,24.0,23.0
140301,41.833333333333336,35.5,23.0
183502,42.833333333333336,24.0,23.0
185101,41.333333333333336,24.0,23.0
194100,26.833333333333332,24.0,23.0
196100,42.0,33.0,41.0
121800,44.166666666666664,31.0,32.0
123603,45.5,53.666666666666664,42.0
126100,29.166666666666668,28.333333333333332,28.5
134300,36.5,24.0,23.0
137103,42.0,26.166666666666668,27.166666666666668
152501,54.166666666666664,26.666666666666668,29.0
154400,51.166666666666664,29.333333333333332,32.5
186106,20.166666666666668,24.0,23.0
107000,38.333333333333336,29.0,41.833333333333336
152303,34.666666666666664,24.0,23.0
153105,43.666666666666664,35.833333333333336,26.0
154100,46.333333333333336,30.166666666666668,32.0
178102,46.5,24.0,23.0
134204,29.0,24.0,23.0
185104,44.333333333333336,24.0,23.0
152502,47.0,24.0,23.0
116600,57.333333333333336,52.833333333333336,46.0
174206,36.5,24.0,23.0
135105,3.5,24.0,23.0
101800,67.5,60.166666666666664,54.0
121900,44.5,39.333333333333336,39.666666666666664
151500,63.333333333333336,64.5,23.0
160602,67.16666666666667,24.0,23.0
106200,61.333333333333336,35.666666666666664,55.333333333333336
183100,48.833333333333336,34.0,33.166666666666664
189109,24.666666666666668,24.0,23.0
109701,55.666666666666664,63.666666666666664,49.5
151400,61.166666666666664,65.33333333333333,23.0
105300,67.33333333333333,41.666666666666664,49.666666666666664
141400,47.833333333333336,29.0,28.333333333333332
188106,34.5,24.0,23.0
115100,68.5,43.333333333333336,57.333333333333336
172103,34.166666666666664,24.0,23.0
196500,57.5,56.166666666666664,47.166666666666664
138107,23.666666666666668,24.0,23.0
108400,65.0,48.333333333333336,58.0
117800,36.833333333333336,35.0,38.0
140400,50.0,24.0,23.0
980500,16.166666666666668,29.0,24.166666666666668
