TRACT,WALK_SCORE,BIKE_SCORE,DEMOGRAPHIC_SCORE,CRIME_SCORE,LIBRARY_COUNT
118500,64.16666666666667,43.333333333333336,3.6666666666666665,3.1666666666666665,6
118602,61.666666666666664,62.833333333333336,2.8333333333333335,2,4
118700,71.16666666666667,63.833333333333336,3,3.5,4
118800,72.66666666666667,48.666666666666664,3.3333333333333335,2.6666666666666665,4
118900,65.66666666666667,58.333333333333336,2,2.3333333333333335,4
119100,69.33333333333333,56.666666666666664,2.3333333333333335,3.1666666666666665,4
119202,62.333333333333336,53.333333333333336,2,2.8333333333333335,2
119300,62.666666666666664,48,2.5,2.6666666666666665,2
119401,60,45.666666666666664,3.1666666666666665,3.1666666666666665,2
119402,69.33333333333333,52,3.5,2.3333333333333335,2
119501,64.66666666666667,46.833333333333336,3.3333333333333335,2.1666666666666665,2
119502,70.5,53,3.3333333333333335,2.5,2
119600,58.5,45.5,2.6666666666666665,2.6666666666666665,3
119701,66.16666666666667,50,3.6666666666666665,2.6666666666666665,4
119702,61.833333333333336,48.333333333333336,3.6666666666666665,2.6666666666666665,4
119800,55.333333333333336,45.5,4,2.3333333333333335,5
119900,46.833333333333336,32,2.3333333333333335,2.8333333333333335,3
120200,56.5,44.166666666666664,2.6666666666666665,3.3333333333333335,3
120400,56.166666666666664,44,3.1666666666666665,3.5,3
120500,53,44.666666666666664,3.1666666666666665,3,5
120600,54.166666666666664,44.166666666666664,3.8333333333333335,2.5,3
120701,52.333333333333336,43.5,4,3,4
120702,51.166666666666664,43.5,3.3333333333333335,3.1666666666666665,3
120801,51.833333333333336,40.166666666666664,2.6666666666666665,3.1666666666666665,4
120802,49.333333333333336,42.666666666666664,3.3333333333333335,2.6666666666666665,4
121100,55.333333333333336,45,4,2.3333333333333335,3
121200,53.166666666666664,43.5,3.5,3,4
121300,38.666666666666664,38.833333333333336,2.5,2.3333333333333335,2
121401,53.333333333333336,44,3.3333333333333335,2.3333333333333335,2
121403,41.333333333333336,38,3.1666666666666665,2.5,1
121500,53.333333333333336,43,3,2.8333333333333335,4
121700,52.333333333333336,35.5,2.8333333333333335,2.5,4
121800,44.166666666666664,32,3.6666666666666665,2.5,2
121900,44.5,39.666666666666664,3.3333333333333335,3.1666666666666665,3
122100,45,41.833333333333336,3.5,2.8333333333333335,1
122200,38.333333333333336,41.833333333333336,2.6666666666666665,3.5,2
122300,42,37.333333333333336,2.8333333333333335,3.1666666666666665,2
123100,59,36.5,3.3333333333333335,2.1666666666666665,2
123200,62.666666666666664,44.166666666666664,2.6666666666666665,2.5,3
123400,43.833333333333336,36.166666666666664,3,2.8333333333333335,1
123501,68.66666666666667,48.5,2.6666666666666665,3.5,2
123502,56.333333333333336,45,3,3.1666666666666665,1
123601,45.833333333333336,40.5,3,4,2
123602,38.833333333333336,34.5,2.5,3.3333333333333335,2
123603,45.5,42,2.6666666666666665,4.333333333333333,2
123700,35.5,31,2.8333333333333335,3,1
123800,37.666666666666664,36.5,3.6666666666666665,3.6666666666666665,0
123900,60.333333333333336,50,2.5,2.8333333333333335,3
124100,55.5,48,2.5,3.1666666666666665,1
124201,49.166666666666664,42.333333333333336,2.6666666666666665,4,2
124202,43.333333333333336,40.833333333333336,3.1666666666666665,4.333333333333333,2
124300,51.5,44.333333333333336,2,3.8333333333333335,2
124500,44.833333333333336,41.166666666666664,3.6666666666666665,3.8333333333333335,1
124600,44.166666666666664,40.833333333333336,2.6666666666666665,3.6666666666666665,1
126100,29.166666666666668,28.5,3.8333333333333335,2.6666666666666665,0
127501,47.5,48.5,2.6666666666666665,2.1666666666666665,3
130103,27,23,3.3333333333333335,3.3333333333333335,0
130104,26.166666666666668,23,3.6666666666666665,3,1
130105,31,23,3.3333333333333335,3.1666666666666665,1
130106,36,23,3,3.1666666666666665,0
131102,38.5,23,2.6666666666666665,2.5,1
131103,31.5,23,2.1666666666666665,2.8333333333333335,2
131104,21.833333333333332,23,3.1666666666666665,3.1666666666666665,1
132100,32.166666666666664,23,3,2.1666666666666665,1
132200,27.666666666666668,23,2.6666666666666665,1.8333333333333333,1
132301,32.833333333333336,23,2.8333333333333335,2.1666666666666665,1
132302,24.333333333333332,23,2.3333333333333335,2,1
133103,38.166666666666664,23,3.3333333333333335,3.1666666666666665,0
133104,26.666666666666668,23,2.5,2.1666666666666665,0
134100,26.5,24.166666666666668,3.1666666666666665,3.6666666666666665,1
134203,28.333333333333332,23,3.6666666666666665,3.1666666666666665,0
134204,29,23,3.8333333333333335,3,1
134205,19.333333333333332,23,3.5,3,1
134206,26.333333333333332,23,3.3333333333333335,2.3333333333333335,1
134300,36.5,23,3.5,3.6666666666666665,1
135103,6.5,23,3.5,2.5,0
135104,5,23,2.8333333333333335,3,0
135105,3.5,23,3,3,0
135106,3.5,23,3,3,0
136101,15.666666666666666,23,4,2.6666666666666665,0
136102,9.166666666666666,23,3.6666666666666665,3,0
136103,6.333333333333333,23,3.3333333333333335,2.5,0
137101,28,30.666666666666668,3.1666666666666665,2.3333333333333335,1
137102,42.5,40.333333333333336,3.5,2.6666666666666665,1
137103,42,27.166666666666668,3.1666666666666665,2.8333333333333335,1
138105,17.666666666666668,24.166666666666668,2.8333333333333335,3.5,0
138106,22.833333333333332,23.666666666666668,3.5,4.166666666666667,1
138107,23.666666666666668,23,3.5,3.3333333333333335,1
138108,23.666666666666668,23,3.5,3.3333333333333335,1
138109,33.833333333333336,23,3,2.6666666666666665,0
138110,33.833333333333336,23,3,2.6666666666666665,1
140100,40.5,25.5,3.6666666666666665,2.8333333333333335,1
140301,41.833333333333336,23,3.3333333333333335,3,2
140302,41.666666666666664,23,3,2.6666666666666665,1
140400,50,23,2.5,2,1
140500,49.666666666666664,23,3,2,1
140600,66,23,2.5,2.8333333333333335,2
140701,53.5,23,1.8333333333333333,2.6666666666666665,3
140702,61,23,1.6666666666666667,3,2
140800,51.833333333333336,23,2.5,1.8333333333333333,2
140900,58.833333333333336,23,2,2.5,3
141000,65.66666666666667,23,3.1666666666666665,2.5,3
141100,67.16666666666667,28,3.1666666666666665,3,3
141200,57.833333333333336,28,3.8333333333333335,3.1666666666666665,2
141300,54.333333333333336,34.5,3.8333333333333335,2.5,3
141400,47.833333333333336,28.333333333333332,4.166666666666667,2.6666666666666665,3
141500,42.166666666666664,23,3.1666666666666665,2.8333333333333335,2
141601,42.666666666666664,23,2.6666666666666665,3.1666666666666665,1
141602,51.666666666666664,23,2.6666666666666665,3.1666666666666665,2
141700,45.333333333333336,23,2.5,2.8333333333333335,2
150100,60.666666666666664,27.166666666666668,3.1666666666666665,4,3
150300,63.333333333333336,27.833333333333332,3.3333333333333335,3.5,2
150400,61.166666666666664,23,3.3333333333333335,3.8333333333333335,3
151100,59.5,26.333333333333332,3.1666666666666665,3.6666666666666665,2
151200,51.166666666666664,23,3,3.3333333333333335,2
151300,58.5,23,3.3333333333333335,3.5,1
151400,61.166666666666664,23,3.3333333333333335,3.8333333333333335,2
151500,63.333333333333336,23,4.333333333333333,3.1666666666666665,3
151600,68.66666666666667,23,3.8333333333333335,2.6666666666666665,2
151700,64.5,32.333333333333336,4,3,3
151800,64.5,32.333333333333336,4,3,4
152101,45,23,3,4.166666666666667,1
152102,45,23,3,4.166666666666667,1
152201,35.333333333333336,23,4.166666666666667,3.1666666666666665,1
152202,40,23,3.8333333333333335,3.5,1
152301,34.666666666666664,23,3.1666666666666665,3.1666666666666665,0
152302,34.666666666666664,23,3.1666666666666665,3.1666666666666665,0
152303,34.666666666666664,23,3.1666666666666665,3.1666666666666665,1
152400,52.166666666666664,34.166666666666664,3.5,3.5,2
152501,54.166666666666664,29,2.8333333333333335,4.333333333333333,1
152502,47,23,3.3333333333333335,3.8333333333333335,1
152603,39,23,3,3.3333333333333335,1
152604,34.333333333333336,23,3.5,2.6666666666666665,1
152701,27.5,32.333333333333336,2.8333333333333335,3.6666666666666665,0
152702,25.833333333333332,31,3.3333333333333335,3.6666666666666665,0
152703,16,25.5,3.5,2.6666666666666665,0
153103,34.333333333333336,25.5,3.1666666666666665,2.6666666666666665,1
153104,46,23,3.3333333333333335,3.3333333333333335,1
153105,43.666666666666664,26,3.1666666666666665,2,1
153106,43.5,25,2.6666666666666665,3.5,1
153107,41.166666666666664,32.333333333333336,2.1666666666666665,2.8333333333333335,2
154100,46.333333333333336,32,2.6666666666666665,2,0
154200,42.333333333333336,26.5,3.6666666666666665,2.3333333333333335,1
154300,41.833333333333336,34.333333333333336,3.3333333333333335,2.1666666666666665,2
154400,51.166666666666664,32.5,2.8333333333333335,2,0
154501,45.333333333333336,23,2.8333333333333335,3,1
154502,41.166666666666664,23,2.8333333333333335,3.3333333333333335,1
154601,35.666666666666664,23.666666666666668,3.3333333333333335,3.5,1
154603,44.666666666666664,23,3,3.3333333333333335,2
154604,39.166666666666664,23,2.5,3.3333333333333335,1
154700,41.333333333333336,36.166666666666664,2.6666666666666665,3.3333333333333335,2
155101,23.833333333333332,23,2.8333333333333335,2.8333333333333335,1
155102,31.666666666666668,23,2.3333333333333335,3.6666666666666665,1
156101,18.166666666666668,23,3.3333333333333335,2.8333333333333335,0
156102,12,23,4,1.8333333333333333,1
160100,64,23,3,2.5,2
160200,64,23,3,2.5,2
160300,62,23,3.1666666666666665,3.1666666666666665,1
160400,69.5,23,2.6666666666666665,3,2
160500,64.66666666666667,23,3.3333333333333335,2.8333333333333335,2
160601,64.66666666666667,28.666666666666668,3,3.1666666666666665,1
160602,67.16666666666667,23,3.1666666666666665,2.6666666666666665,2
160700,57.5,23,3.3333333333333335,2.6666666666666665,2
160800,56.666666666666664,23,3.3333333333333335,2.3333333333333335,2
160900,67,23,3.1666666666666665,2.5,2
161000,65.66666666666667,23,3.3333333333333335,2.5,2
161100,65.33333333333333,26.333333333333332,3.1666666666666665,2.3333333333333335,2
161200,75,26.333333333333332,3,2.1666666666666665,2
161300,78.5,23,2.8333333333333335,2.3333333333333335,2
161400,79.33333333333333,23,3.1666666666666665,2.1666666666666665,2
161500,76.5,23,2.6666666666666665,2.8333333333333335,3
161600,73.5,23,3,2.8333333333333335,3
161700,71.33333333333333,27.833333333333332,3.1666666666666665,2.5,2
161800,70,32.333333333333336,3.1666666666666665,2.6666666666666665,2
170101,30.333333333333332,23,2.5,2,1
170102,33.666666666666664,23,2.5,3.5,1
170201,30,23,3,2.5,1
170202,30.666666666666668,23,2.5,3,0
171102,41.833333333333336,23,3.5,1.8333333333333333,2
171103,34.333333333333336,30.5,3.1666666666666665,2.5,1
171104,32.833333333333336,28.666666666666668,3,3,0
171203,44.333333333333336,23,3.5,2.5,2
171204,37.5,23,3.1666666666666665,2,1
171205,38.5,23,3,2.1666666666666665,1
171206,38.5,23,3,2.1666666666666665,0
172101,37,23,2.8333333333333335,4.166666666666667,0
172102,39.833333333333336,23,2.6666666666666665,3.6666666666666665,0
172103,34.166666666666664,23,2.8333333333333335,3.5,0
172201,39.333333333333336,23,2.8333333333333335,3.5,0
172202,39.333333333333336,23,2.8333333333333335,3.5,0
173103,29.333333333333332,23,3.6666666666666665,4.166666666666667,1
173104,36.5,23,3.8333333333333335,4.166666666666667,2
173105,25,23,3.6666666666666665,3.8333333333333335,1
173106,27,23,3.1666666666666665,4,1
173107,26,23,3.1666666666666665,2.6666666666666665,2
174103,19.666666666666668,23,3.3333333333333335,3.3333333333333335,1
174104,24.5,23,3,2.6666666666666665,1
174105,35.5,23,2.6666666666666665,2,1
174106,39,23,2.8333333333333335,2.5,0
174107,42.666666666666664,23,3,3.1666666666666665,1
174203,20.666666666666668,23,3.5,3.3333333333333335,0
174204,19.333333333333332,23,3.3333333333333335,3.3333333333333335,1
174205,29,23,3.1666666666666665,2.5,1
174206,36.5,23,3.1666666666666665,2,1
174207,40.833333333333336,23,3,2.6666666666666665,0
175103,9.166666666666666,23,3.1666666666666665,3.1666666666666665,0
175104,14.166666666666666,23,3.1666666666666665,2.8333333333333335,1
175105,15.5,23,4,2.6666666666666665,1
175106,15.5,23,4,2.6666666666666665,1
175201,11,23,3.3333333333333335,2.8333333333333335,0
175202,11.333333333333334,23,4.5,2.6666666666666665,0
176100,19.333333333333332,23,3.6666666666666665,3,1
176200,24.833333333333332,23,3.6666666666666665,2.8333333333333335,1
177101,45,23,2.1666666666666665,3.3333333333333335,1
177103,43,23,2.5,3,0
177104,46.833333333333336,23,3.1666666666666665,2.5,0
177201,44.166666666666664,23,3,3,1
177202,50.833333333333336,27.166666666666668,3.5,2.6666666666666665,1
177302,32.666666666666664,23,3.3333333333333335,4,1
177303,47.666666666666664,33,4,3.5,1
177304,44.166666666666664,28.333333333333332,3.5,4,1
177403,41.166666666666664,23,2.8333333333333335,3.5,2
177404,41.333333333333336,23,3,4.166666666666667,2
177405,39.833333333333336,23,3,3,1
177406,44.166666666666664,23,3,3,2
177501,36.833333333333336,23,2.5,3.3333333333333335,1
177503,16.833333333333332,23,3.6666666666666665,3.6666666666666665,0
177504,17.333333333333332,23,3.3333333333333335,3.8333333333333335,0
177505,10.333333333333334,23,4,2.8333333333333335,0
177604,30.333333333333332,23,3.1666666666666665,3.1666666666666665,0
177605,21.333333333333332,23,3.3333333333333335,3.5,0
177606,33.166666666666664,23,3,3.3333333333333335,1
177607,21.5,23,2.5,2.8333333333333335,0
177608,27.166666666666668,23,2.8333333333333335,3.8333333333333335,1
177609,14.666666666666666,23,3.5,3.1666666666666665,0
178101,42.666666666666664,23,3,3.3333333333333335,1
178102,46.5,23,2.6666666666666665,3.5,1
178201,47.166666666666664,23,2.8333333333333335,3.5,2
178204,45,23,2.8333333333333335,3,2
178205,42.666666666666664,23,3,3.3333333333333335,1
178206,39.5,23,3.3333333333333335,3.5,1
179101,18.666666666666668,23,3.5,4,1
179102,14,23,3.6666666666666665,3.3333333333333335,1
180102,21,23,2.3333333333333335,2.6666666666666665,1
180103,18.166666666666668,23,3.6666666666666665,2.5,0
180104,24.333333333333332,23,3.3333333333333335,2.3333333333333335,0
181100,61.333333333333336,23,3.1666666666666665,2.5,1
181201,53,23,3.1666666666666665,3,1
181203,57.666666666666664,23,2.8333333333333335,2.8333333333333335,1
181204,37.666666666666664,26,2.5,3.5,1
182103,29.333333333333332,23,4,3.3333333333333335,1
182104,24.666666666666668,23,3.6666666666666665,3.1666666666666665,1
182105,15.833333333333334,23,4.333333333333333,3,1
182106,9.666666666666666,23,3.8333333333333335,2.8333333333333335,0
183100,48.833333333333336,33.166666666666664,4,3.1666666666666665,4
183200,42,23,2.8333333333333335,2.5,3
183300,38.666666666666664,23,2.3333333333333335,2.8333333333333335,2
183401,51,31.5,2.1666666666666665,2.5,2
183402,50,33.5,2.5,2.5,3
183501,41.833333333333336,23,2.6666666666666665,2.8333333333333335,2
183502,42.833333333333336,23,2.3333333333333335,3,3
183603,53.166666666666664,36.5,2.8333333333333335,2.8333333333333335,4
183604,47,29.333333333333332,3.1666666666666665,3,3
183605,42.833333333333336,24.833333333333332,3.1666666666666665,2.3333333333333335,3
183606,43,24.833333333333332,3.1666666666666665,2.6666666666666665,3
184103,18.666666666666668,23,2.3333333333333335,3.5,0
184104,18.666666666666668,23,2.5,2.8333333333333335,0
184105,14.666666666666666,23,3.5,3.1666666666666665,1
184106,14.833333333333334,23,3.3333333333333335,3.3333333333333335,1
184108,14.833333333333334,23,3.3333333333333335,3.3333333333333335,1
185101,41.333333333333336,23,2.8333333333333335,1.6666666666666667,1
185102,49,23,2.8333333333333335,1.5,1
185103,50.166666666666664,23,2.3333333333333335,1.5,2
185104,44.333333333333336,23,2.3333333333333335,1.8333333333333333,2
185201,55.5,23,2,2.1666666666666665,3
185202,54,23,2.3333333333333335,1.3333333333333333,2
185203,50,23,2.8333333333333335,1.3333333333333333,2
186103,12.5,23,1.8333333333333333,2.5,1
186104,17.833333333333332,23,2.6666666666666665,2.8333333333333335,0
186105,14.166666666666666,23,2.5,2.3333333333333335,0
186106,20.166666666666668,23,2.8333333333333335,2.8333333333333335,1
186107,9,23,2.6666666666666665,2.5,0
186201,14,23,2.3333333333333335,2.5,1
186202,15.333333333333334,23,2.6666666666666665,2.6666666666666665,0
186203,15.333333333333334,23,3.1666666666666665,2.6666666666666665,0
186205,17.666666666666668,23,2.5,2.6666666666666665,1
186206,17.833333333333332,23,2.6666666666666665,2.6666666666666665,0
187103,54.5,23,3,2.1666666666666665,2
187104,46.833333333333336,23,2.5,3,2
187105,51.5,23,3.5,2.3333333333333335,2
187106,38,23,2.5,2.5,2
188103,37.833333333333336,27.5,3.1666666666666665,2.8333333333333335,2
188104,39.5,31.333333333333332,3,3.1666666666666665,1
188105,34,23,2,2.8333333333333335,1
188106,34.5,23,2.5,2.6666666666666665,1
188107,32.5,23,2.3333333333333335,2.8333333333333335,1
189105,28.666666666666668,23,3.3333333333333335,2.8333333333333335,0
189107,34.333333333333336,23,2.6666666666666665,3.1666666666666665,1
189108,24.666666666666668,23,2.6666666666666665,2.5,1
189109,24.666666666666668,23,2.6666666666666665,2.5,1
189110,22.333333333333332,23,3.8333333333333335,3.1666666666666665,1
189111,21,23,3.1666666666666665,2.6666666666666665,1
189112,39.166666666666664,23,2.3333333333333335,2.6666666666666665,1
190502,19.166666666666668,23,4,3.3333333333333335,1
190503,22.833333333333332,23,3.8333333333333335,2.6666666666666665,1
190504,19,23,3.6666666666666665,3.3333333333333335,0
192300,28.166666666666668,31,4.166666666666667,2.8333333333333335,0
192800,43.166666666666664,43.666666666666664,2.6666666666666665,2.6666666666666665,1
192900,30.666666666666668,23,3,2.8333333333333335,0
193800,40.333333333333336,23,2.3333333333333335,3,1
193900,37.333333333333336,23,2.6666666666666665,2.1666666666666665,1
194100,26.833333333333332,23,2.6666666666666665,2.1666666666666665,0
194300,29.333333333333332,23,2.8333333333333335,3.3333333333333335,1
194500,29.166666666666668,23,2.8333333333333335,3.1666666666666665,1
194800,19.166666666666668,23,3.1666666666666665,3.8333333333333335,1
194900,27.833333333333332,23,2.1666666666666665,2.8333333333333335,1
195600,20.833333333333332,23,2.8333333333333335,2,0
195700,17.5,23,3,2.6666666666666665,0
195800,22,23,3.1666666666666665,3.1666666666666665,0
195900,10.833333333333334,23,3.1666666666666665,3.3333333333333335,1
196000,48.5,23,3.1666666666666665,3.8333333333333335,3
196100,42,41,4.333333333333333,3,0
196200,35.333333333333336,23,3.1666666666666665,3.6666666666666665,1
196300,19.166666666666668,23,3.3333333333333335,4,1
196400,40,38.666666666666664,3.1666666666666665,2.8333333333333335,2
196500,57.5,47.166666666666664,2.6666666666666665,1.8333333333333333,4
980100,59.5,55.5,2.8333333333333335,2.3333333333333335,4
980500,16.166666666666668,24.166666666666668,2.6666666666666665,4.166666666666667,0
981100,26.5,26.666666666666668,4,3.6666666666666665,1
